,Architecture,Cost,Energy,Error,Iteration,Method,SD,Total_Cost,Unnamed: 0,Volume
397,Deepspeech,5.2,0.260236482041,0.353441802298,197,FlexiBO+RF-No Cost,0.0204293567119,1029.6,197.0,0.346526650625
398,Deepspeech,5.2,0.286716963186,0.342459421409,198,FlexiBO+RF-No Cost,0.0317408084255,1034.8,198.0,0.346526650625
399,Deepspeech,5.2,0.211598786644,0.30756690148,199,FlexiBO+RF-No Cost,0.0134395012741,1040.0,199.0,0.346526650625
400,Deepspeech,0.0,0.23083733012,0.292036502269,0,FlexiBO+RF-Log,0.0,0.0,0.0,0.65
401,Deepspeech,5.2,0.225814200332,0.352906083595,1,FlexiBO+RF-Log,0.00758215698332,5.2,1.0,0.455460905908
402,Deepspeech,0.0,0.298816322787,0.278783186419,2,FlexiBO+RF-Log,0.0402059808949,5.2,2.0,0.452210469181
403,Deepspeech,5.2,0.305808266927,0.366621777269,3,FlexiBO+RF-Log,0.049851359099,10.4,3.0,0.442917460438
404,Deepspeech,5.2,0.277921276272,0.300875862148,4,FlexiBO+RF-Log,0.0196782775328,15.6,4.0,0.442917460438
405,Deepspeech,0.0,0.268786544121,0.303782384747,5,FlexiBO+RF-Log,0.0213519018654,15.6,5.0,0.442917460438
406,Deepspeech,0.0,0.341111205887,0.309239173434,6,FlexiBO+RF-Log,0.0272352599842,15.6,6.0,0.442917460438
407,Deepspeech,5.2,0.287952479816,0.283971532492,7,FlexiBO+RF-Log,0.0252132229793,20.8,7.0,0.442917460438
408,Deepspeech,0.0,0.314656820256,0.25542475373,8,FlexiBO+RF-Log,0.00607512990628,20.8,8.0,0.442829843872
409,Deepspeech,0.0,0.21424767306,0.314212557218,9,FlexiBO+RF-Log,0.00179003868534,20.8,9.0,0.426821301339
410,Deepspeech,5.2,0.239317416888,0.293048535395,10,FlexiBO+RF-Log,0.0362892657541,26.0,10.0,0.418694759575
411,Deepspeech,0.0,0.23481386986,0.281566485576,11,FlexiBO+RF-Log,0.0265422155145,26.0,11.0,0.418694759575
412,Deepspeech,5.2,0.255441089296,0.284089772694,12,FlexiBO+RF-Log,0.0309199479917,31.2,12.0,0.418112269389
413,Deepspeech,5.2,0.268728362076,0.277111034837,13,FlexiBO+RF-Log,0.0409236814821,36.4,13.0,0.418112269389
414,Deepspeech,5.2,0.267819125911,0.245971106341,14,FlexiBO+RF-Log,0.042896051658,41.6,14.0,0.41795172625
415,Deepspeech,0.0,0.241859483238,0.4173403068,15,FlexiBO+RF-Log,0.00032568408456,41.6,15.0,0.410010159978
416,Deepspeech,5.2,0.262910016691,0.249982235434,16,FlexiBO+RF-Log,0.00634606068947,46.8,16.0,0.410010159978
417,Deepspeech,0.0,0.218129966586,0.305600928968,17,FlexiBO+RF-Log,0.0382002722691,46.8,17.0,0.409855109445
418,Deepspeech,5.2,0.36662872674,0.240289002215,18,FlexiBO+RF-Log,0.0315393973644,52.0,18.0,0.409745678354
419,Deepspeech,5.2,0.300954571185,0.367018046427,19,FlexiBO+RF-Log,0.00753174757361,57.2,19.0,0.406146796829
420,Deepspeech,5.2,0.289094675298,0.366440433149,20,FlexiBO+RF-Log,0.0137405394557,62.4,20.0,0.406146796829
421,Deepspeech,5.2,0.218862337118,0.253912691678,21,FlexiBO+RF-Log,0.0451439774735,67.6,21.0,0.406146796829
422,Deepspeech,0.0,0.215370565847,0.285304306313,22,FlexiBO+RF-Log,0.0117167348269,67.6,22.0,0.404599264647
423,Deepspeech,5.2,0.264007649028,0.241152497992,23,FlexiBO+RF-Log,0.0398724056761,72.8,23.0,0.40450463055
424,Deepspeech,5.2,0.324097357741,0.314202283968,24,FlexiBO+RF-Log,0.00440638441654,78.0,24.0,0.403994851442
425,Deepspeech,0.0,0.299805947389,0.342904235578,25,FlexiBO+RF-Log,0.0272764627596,78.0,25.0,0.403994851442
426,Deepspeech,5.2,0.314296616407,0.310659869852,26,FlexiBO+RF-Log,0.015314316487,83.2,26.0,0.403994851442
427,Deepspeech,0.0,0.25606023336,0.399898031045,27,FlexiBO+RF-Log,0.0451045676055,83.2,27.0,0.403994851442
428,Deepspeech,5.2,0.342578504543,0.283407329968,28,FlexiBO+RF-Log,0.036435253137,88.4,28.0,0.403994851442
429,Deepspeech,0.0,0.252091360237,0.339529402011,29,FlexiBO+RF-Log,0.0254097296988,88.4,29.0,0.403994851442
430,Deepspeech,5.2,0.273145672876,0.325930070728,30,FlexiBO+RF-Log,0.00889151086343,93.6,30.0,0.403994851442
431,Deepspeech,0.0,0.283217468499,0.275214422025,31,FlexiBO+RF-Log,0.0294898429465,93.6,31.0,0.403994851442
432,Deepspeech,5.2,0.235501544779,0.246486122352,32,FlexiBO+RF-Log,0.0154718510432,98.8,32.0,0.403994851442
433,Deepspeech,0.0,0.338441834663,0.364959552705,33,FlexiBO+RF-Log,0.023951649359,98.8,33.0,0.403787463079
434,Deepspeech,5.2,0.224884746895,0.35778297481,34,FlexiBO+RF-Log,0.0294661958477,104.0,34.0,0.403787463079
435,Deepspeech,0.0,0.217488656828,0.337124812044,35,FlexiBO+RF-Log,0.00800854820325,104.0,35.0,0.403787463079
436,Deepspeech,0.0,0.238465771396,0.285195323864,36,FlexiBO+RF-Log,0.0377971257035,104.0,36.0,0.403787463079
437,Deepspeech,5.2,0.228376316129,0.271777580718,37,FlexiBO+RF-Log,0.0478035874405,109.2,37.0,0.403787463079
438,Deepspeech,0.0,0.2791750195,0.309643945986,38,FlexiBO+RF-Log,0.0413246110015,109.2,38.0,0.403787463079
439,Deepspeech,0.0,0.229142381298,0.26530843791,39,FlexiBO+RF-Log,0.0137060805675,109.2,39.0,0.403787463079
440,Deepspeech,0.0,0.269222829312,0.330107330261,40,FlexiBO+RF-Log,0.0241921069003,109.2,40.0,0.403787463079
441,Deepspeech,0.0,0.340786665164,0.335461577629,41,FlexiBO+RF-Log,0.0112871620798,109.2,41.0,0.403787463079
442,Deepspeech,5.2,0.345908801174,0.280974352998,42,FlexiBO+RF-Log,0.00655658777285,114.4,42.0,0.403787463079
443,Deepspeech,0.0,0.207355106228,0.343861900472,43,FlexiBO+RF-Log,0.020833969328,114.4,43.0,0.403787463079
444,Deepspeech,0.0,0.249714782778,0.322502145417,44,FlexiBO+RF-Log,0.0175733522462,114.4,44.0,0.399264987377
445,Deepspeech,5.2,0.24722259377,0.286597845234,45,FlexiBO+RF-Log,0.0235642261026,119.6,45.0,0.399264987377
446,Deepspeech,5.2,0.230039948496,0.251637607291,46,FlexiBO+RF-Log,0.000115939961578,124.8,46.0,0.399264987377
447,Deepspeech,0.0,0.234566592818,0.307637570886,47,FlexiBO+RF-Log,0.0209039233947,124.8,47.0,0.399252561784
448,Deepspeech,0.0,0.217467177554,0.278113564932,48,FlexiBO+RF-Log,0.0352498995822,124.8,48.0,0.399252561784
449,Deepspeech,0.0,0.320208396821,0.262218448121,49,FlexiBO+RF-Log,0.0425402788596,124.8,49.0,0.399242529553
450,Deepspeech,5.2,0.234116190498,0.347349394579,50,FlexiBO+RF-Log,0.0303685701865,130.0,50.0,0.399242529553
451,Deepspeech,0.0,0.301622999955,0.386155006723,51,FlexiBO+RF-Log,0.0195474151022,130.0,51.0,0.399242529553
452,Deepspeech,0.0,0.219107825138,0.288038155759,52,FlexiBO+RF-Log,0.0114112262304,130.0,52.0,0.399242529553
453,Deepspeech,0.0,0.244985559416,0.315208801828,53,FlexiBO+RF-Log,0.0194396725952,130.0,53.0,0.399242529553
454,Deepspeech,5.2,0.273731663008,0.342918431457,54,FlexiBO+RF-Log,0.0380530991043,135.2,54.0,0.399242529553
455,Deepspeech,0.0,0.229903678182,0.254992525481,55,FlexiBO+RF-Log,0.0246013384664,135.2,55.0,0.399242529553
456,Deepspeech,0.0,0.209814757259,0.419399503793,56,FlexiBO+RF-Log,0.0242048027202,135.2,56.0,0.399242529553
457,Deepspeech,0.0,0.272197828918,0.39308882742,57,FlexiBO+RF-Log,0.0495041093564,135.2,57.0,0.399242529553
458,Deepspeech,0.0,0.314386888118,0.256382119827,58,FlexiBO+RF-Log,0.0219495590981,135.2,58.0,0.399242529553
459,Deepspeech,5.2,0.229986442712,0.304699771528,59,FlexiBO+RF-Log,0.0277238055512,140.4,59.0,0.399242529553
460,Deepspeech,0.0,0.240649665009,0.269271108646,60,FlexiBO+RF-Log,0.0355588187947,140.4,60.0,0.399242529553
461,Deepspeech,0.0,0.218450176779,0.290595989011,61,FlexiBO+RF-Log,0.00333410899435,140.4,61.0,0.399242529553
462,Deepspeech,0.0,0.365017540552,0.276633037376,62,FlexiBO+RF-Log,0.0256977428803,140.4,62.0,0.399242529553
463,Deepspeech,0.0,0.316226038317,0.288666575535,63,FlexiBO+RF-Log,0.000633374938305,140.4,63.0,0.399242529553
464,Deepspeech,0.0,0.300102605543,0.289889580093,64,FlexiBO+RF-Log,0.0265144216841,140.4,64.0,0.399242529553
465,Deepspeech,0.0,0.260291714631,0.3615710446,65,FlexiBO+RF-Log,0.0442707656373,140.4,65.0,0.399242529553
466,Deepspeech,0.0,0.339599787607,0.282573859036,66,FlexiBO+RF-Log,0.0109007220426,140.4,66.0,0.399242529553
467,Deepspeech,5.2,0.226792525279,0.242919655785,67,FlexiBO+RF-Log,0.0459460268141,145.6,67.0,0.399242529553
468,Deepspeech,0.0,0.215068727676,0.369625890311,68,FlexiBO+RF-Log,0.046504119729,145.6,68.0,0.399057550513
469,Deepspeech,0.0,0.239939926898,0.257654919783,69,FlexiBO+RF-Log,0.0271224452303,145.6,69.0,0.399057550513
470,Deepspeech,0.0,0.309154912753,0.326841967974,70,FlexiBO+RF-Log,0.0019740752946,145.6,70.0,0.399057550513
471,Deepspeech,5.2,0.253853672215,0.32163024344,71,FlexiBO+RF-Log,0.0359629643738,150.8,71.0,0.399057550513
472,Deepspeech,0.0,0.258969955766,0.252324800579,72,FlexiBO+RF-Log,0.0272380489764,150.8,72.0,0.399057550513
473,Deepspeech,0.0,0.302976095641,0.253869686229,73,FlexiBO+RF-Log,0.0437057873044,150.8,73.0,0.399057550513
474,Deepspeech,5.2,0.286271641603,0.345866968978,74,FlexiBO+RF-Log,0.0256243763884,156.0,74.0,0.399057550513
475,Deepspeech,0.0,0.317661435959,0.293200601081,75,FlexiBO+RF-Log,0.0414449460136,156.0,75.0,0.399057550513
476,Deepspeech,0.0,0.228596013919,0.354210389166,76,FlexiBO+RF-Log,0.0209266533218,156.0,76.0,0.399057550513
477,Deepspeech,0.0,0.210164437118,0.362167112855,77,FlexiBO+RF-Log,0.0315518968216,156.0,77.0,0.399057550513
478,Deepspeech,5.2,0.271230697023,0.249062874605,78,FlexiBO+RF-Log,0.0218804374343,161.2,78.0,0.399057550513
479,Deepspeech,0.0,0.272670634209,0.286015163836,79,FlexiBO+RF-Log,0.0151883506167,161.2,79.0,0.399057550513
480,Deepspeech,0.0,0.307538018558,0.302670761529,80,FlexiBO+RF-Log,0.00634975850235,161.2,80.0,0.399057550513
481,Deepspeech,5.2,0.248971894606,0.245545567995,81,FlexiBO+RF-Log,0.0209857612094,166.4,81.0,0.399057550513
482,Deepspeech,0.0,0.208244390564,0.344107269785,82,FlexiBO+RF-Log,0.0206966593755,166.4,82.0,0.399057550513
483,Deepspeech,0.0,0.326613691006,0.365204859659,83,FlexiBO+RF-Log,0.00926201793181,166.4,83.0,0.399057550513
484,Deepspeech,0.0,0.263991288784,0.254165149712,84,FlexiBO+RF-Log,0.0484777877639,166.4,84.0,0.399057550513
485,Deepspeech,0.0,0.241324890337,0.242803751103,85,FlexiBO+RF-Log,0.0416265475843,166.4,85.0,0.399057550513
486,Deepspeech,0.0,0.233130469463,0.327824631172,86,FlexiBO+RF-Log,0.039146090181,166.4,86.0,0.399054921476
487,Deepspeech,0.0,0.265389053725,0.309604189162,87,FlexiBO+RF-Log,0.00974829651263,166.4,87.0,0.399054921476
488,Deepspeech,0.0,0.286500973499,0.325671470945,88,FlexiBO+RF-Log,0.0426814565755,166.4,88.0,0.399054921476
489,Deepspeech,0.0,0.271928318848,0.299275811078,89,FlexiBO+RF-Log,0.0447784815424,166.4,89.0,0.399054921476
490,Deepspeech,5.2,0.213081823762,0.245906171295,90,FlexiBO+RF-Log,0.0471745603104,171.6,90.0,0.399054921476
491,Deepspeech,0.0,0.22352789062,0.293312254686,91,FlexiBO+RF-Log,0.0382735624281,171.6,91.0,0.398672988852
492,Deepspeech,0.0,0.209775209587,0.247325025385,92,FlexiBO+RF-Log,0.00515491326465,171.6,92.0,0.398672988852
493,Deepspeech,0.0,0.291859863215,0.324256588271,93,FlexiBO+RF-Log,0.0422561111194,171.6,93.0,0.398353778652
494,Deepspeech,5.2,0.29763182813,0.31166361352,94,FlexiBO+RF-Log,0.0406217349033,176.8,94.0,0.398353778652
495,Deepspeech,5.2,0.285262986526,0.286992515725,95,FlexiBO+RF-Log,0.0122476386799,182.0,95.0,0.398353778652
496,Deepspeech,0.0,0.243790541965,0.428386861043,96,FlexiBO+RF-Log,0.0149419296217,182.0,96.0,0.398353778652
497,Deepspeech,0.0,0.256182108813,0.310287480025,97,FlexiBO+RF-Log,0.0446685300533,182.0,97.0,0.398353778652
498,Deepspeech,0.0,0.353882567138,0.310070329914,98,FlexiBO+RF-Log,0.0229916817299,182.0,98.0,0.398353778652
499,Deepspeech,5.2,0.266679398923,0.32798641067,99,FlexiBO+RF-Log,0.00566746766209,187.2,99.0,0.398353778652
500,Deepspeech,5.2,0.326794333061,0.286284615035,100,FlexiBO+RF-Log,0.00690867187602,192.4,100.0,0.398353778652
501,Deepspeech,5.2,0.294380687913,0.2996024709,101,FlexiBO+RF-Log,0.00774649386464,197.6,101.0,0.398353778652
502,Deepspeech,0.0,0.249254045772,0.275179313951,102,FlexiBO+RF-Log,0.0470209927695,197.6,102.0,0.398353778652
503,Deepspeech,0.0,0.336444027043,0.306544370106,103,FlexiBO+RF-Log,0.033577820992,197.6,103.0,0.398353778652
504,Deepspeech,5.2,0.280094268618,0.219945521026,104,FlexiBO+RF-Log,0.00236358864397,202.8,104.0,0.398353778652
505,Deepspeech,0.0,0.281430095707,0.289682090384,105,FlexiBO+RF-Log,0.0133607147543,202.8,105.0,0.383633667809
506,Deepspeech,0.0,0.306722323745,0.340424308234,106,FlexiBO+RF-Log,0.0245722954798,202.8,106.0,0.383633667809
507,Deepspeech,5.2,0.212438078941,0.333826611733,107,FlexiBO+RF-Log,0.0200552962658,208.0,107.0,0.383633667809
508,Deepspeech,0.0,0.237870544863,0.334645924063,108,FlexiBO+RF-Log,0.0273288916121,208.0,108.0,0.383633667809
509,Deepspeech,0.0,0.333637223757,0.263874658999,109,FlexiBO+RF-Log,0.0327054443896,208.0,109.0,0.383633667809
510,Deepspeech,5.2,0.304840820866,0.27555298276,110,FlexiBO+RF-Log,0.0103254847708,213.2,110.0,0.383633667809
511,Deepspeech,5.2,0.222477696951,0.339800058875,111,FlexiBO+RF-Log,0.0222761276098,218.4,111.0,0.383633667809
512,Deepspeech,5.2,0.325949260777,0.350208628155,112,FlexiBO+RF-Log,0.016624051237,223.6,112.0,0.383633667809
513,Deepspeech,0.0,0.257226273448,0.302045847389,113,FlexiBO+RF-Log,0.0168498943554,223.6,113.0,0.383633667809
514,Deepspeech,5.2,0.279847434027,0.382070222538,114,FlexiBO+RF-Log,0.0372335429289,228.8,114.0,0.383633667809
515,Deepspeech,0.0,0.240394023268,0.409450844613,115,FlexiBO+RF-Log,0.0417164863819,228.8,115.0,0.383633667809
516,Deepspeech,5.2,0.130269719658,0.272862283136,116,FlexiBO+RF-Log,0.0372193032803,234.0,116.0,0.383633667809
517,Deepspeech,0.0,0.3063208567,0.308463064186,117,FlexiBO+RF-Log,0.0204528259483,234.0,117.0,0.327410149402
518,Deepspeech,0.0,0.306880816191,0.323369133361,118,FlexiBO+RF-Log,0.0101311709355,234.0,118.0,0.327410149402
519,Deepspeech,5.2,0.280279492425,0.25242591438,119,FlexiBO+RF-Log,0.0103404342231,239.2,119.0,0.327410149402
520,Deepspeech,0.0,0.206968272748,0.30626306675,120,FlexiBO+RF-Log,0.0478425432093,239.2,120.0,0.327410149402
521,Deepspeech,5.2,0.287718587521,0.261992035705,121,FlexiBO+RF-Log,0.0310106516097,244.4,121.0,0.327410149402
522,Deepspeech,0.0,0.295717787222,0.301459174462,122,FlexiBO+RF-Log,0.022557692167,244.4,122.0,0.327410149402
523,Deepspeech,0.0,0.220020530026,0.385692932551,123,FlexiBO+RF-Log,0.01891096747,244.4,123.0,0.327410149402
524,Deepspeech,5.2,0.312668498735,0.27012031114,124,FlexiBO+RF-Log,0.0261548059794,249.6,124.0,0.327410149402
525,Deepspeech,0.0,0.247499574581,0.319283037742,125,FlexiBO+RF-Log,0.0485295081898,249.6,125.0,0.327410149402
526,Deepspeech,5.2,0.269852462653,0.275893499306,126,FlexiBO+RF-Log,0.0199700534376,254.8,126.0,0.327410149402
527,Deepspeech,0.0,0.269668785794,0.328405216724,127,FlexiBO+RF-Log,0.0321405977062,254.8,127.0,0.327410149402
528,Deepspeech,0.0,0.308753304958,0.375396096726,128,FlexiBO+RF-Log,0.0212727892151,254.8,128.0,0.327410149402
529,Deepspeech,0.0,0.26996543034,0.289213386959,129,FlexiBO+RF-Log,0.00645694451965,254.8,129.0,0.327410149402
530,Deepspeech,5.2,0.241414687797,0.329925447909,130,FlexiBO+RF-Log,0.0475227547303,260.0,130.0,0.327410149402
531,Deepspeech,0.0,0.265317885051,0.306057641859,131,FlexiBO+RF-Log,0.00312279584572,260.0,131.0,0.327410149402
532,Deepspeech,0.0,0.258784497702,0.291190070006,132,FlexiBO+RF-Log,0.0255300846947,260.0,132.0,0.327410149402
533,Deepspeech,0.0,0.348389927386,0.325916690049,133,FlexiBO+RF-Log,0.00493322006834,260.0,133.0,0.327410149402
534,Deepspeech,0.0,0.227506851861,0.246598653519,134,FlexiBO+RF-Log,0.026826496057,260.0,134.0,0.327410149402
535,Deepspeech,0.0,0.376949956176,0.304953880203,135,FlexiBO+RF-Log,0.0492288131421,260.0,135.0,0.327410149402
536,Deepspeech,0.0,0.282103283253,0.283576212928,136,FlexiBO+RF-Log,0.0405400342637,260.0,136.0,0.327410149402
537,Deepspeech,0.0,0.25574907963,0.304188394141,137,FlexiBO+RF-Log,0.0385686727245,260.0,137.0,0.327410149402
538,Deepspeech,5.2,0.258030985042,0.242249438509,138,FlexiBO+RF-Log,0.0232784326032,265.2,138.0,0.327410149402
539,Deepspeech,0.0,0.229742984222,0.339669407963,139,FlexiBO+RF-Log,0.0232717280979,265.2,139.0,0.327406836462
540,Deepspeech,0.0,0.320756956302,0.287881272435,140,FlexiBO+RF-Log,0.00559406954012,265.2,140.0,0.327406836462
541,Deepspeech,0.0,0.245560717341,0.241701677233,141,FlexiBO+RF-Log,0.0299586629189,265.2,141.0,0.327406836462
542,Deepspeech,0.0,0.300692716515,0.253051165146,142,FlexiBO+RF-Log,0.0102605382214,265.2,142.0,0.327389819521
543,Deepspeech,0.0,0.210962983352,0.254245736016,143,FlexiBO+RF-Log,0.00129948437742,265.2,143.0,0.327389819521
544,Deepspeech,0.0,0.232084095704,0.248305746907,144,FlexiBO+RF-Log,0.0350188784757,265.2,144.0,0.327389819521
545,Deepspeech,0.0,0.321571782623,0.255032877455,145,FlexiBO+RF-Log,0.0445909546852,265.2,145.0,0.327389819521
546,Deepspeech,0.0,0.31220045018,0.277146319973,146,FlexiBO+RF-Log,0.0362987886529,265.2,146.0,0.327389819521
547,Deepspeech,0.0,0.314277047005,0.324908118947,147,FlexiBO+RF-Log,0.0151377959151,265.2,147.0,0.327389819521
548,Deepspeech,0.0,0.278311061199,0.259197627422,148,FlexiBO+RF-Log,0.00523868240617,265.2,148.0,0.327389819521
549,Deepspeech,0.0,0.329401752879,0.425021967674,149,FlexiBO+RF-Log,0.047185718714,265.2,149.0,0.327389819521
550,Deepspeech,0.0,0.281851976846,0.253242275363,150,FlexiBO+RF-Log,0.0397358047307,265.2,150.0,0.327389819521
551,Deepspeech,0.0,0.237105357067,0.302863681476,151,FlexiBO+RF-Log,0.0276047737605,265.2,151.0,0.327389819521
552,Deepspeech,0.0,0.266077763778,0.289555780808,152,FlexiBO+RF-Log,0.023246581,265.2,152.0,0.327389819521
553,Deepspeech,0.0,0.240423447666,0.311009228824,153,FlexiBO+RF-Log,0.0214221811294,265.2,153.0,0.327389819521
554,Deepspeech,0.0,0.249608954142,0.256822933712,154,FlexiBO+RF-Log,0.000930064817157,265.2,154.0,0.327389819521
555,Deepspeech,0.0,0.265902334094,0.289025775896,155,FlexiBO+RF-Log,0.0254977057802,265.2,155.0,0.327389819521
556,Deepspeech,0.0,0.240870280937,0.325909997529,156,FlexiBO+RF-Log,0.0379531333129,265.2,156.0,0.327389819521
557,Deepspeech,0.0,0.324636892058,0.242225077674,157,FlexiBO+RF-Log,0.046924727426,265.2,157.0,0.327389819521
558,Deepspeech,0.0,0.24951733041,0.402700723546,158,FlexiBO+RF-Log,0.0310321806348,265.2,158.0,0.327389819521
559,Deepspeech,5.2,0.227822498501,0.273019564823,159,FlexiBO+RF-Log,0.0169584459279,270.4,159.0,0.327389819521
560,Deepspeech,0.0,0.209734523143,0.328681971821,160,FlexiBO+RF-Log,0.00602828514867,270.4,160.0,0.327389819521
561,Deepspeech,0.0,0.234526323813,0.2410925884,161,FlexiBO+RF-Log,0.00332281886623,270.4,161.0,0.327389819521
562,Deepspeech,5.2,0.224762359818,0.30294719742,162,FlexiBO+RF-Log,0.0282161589407,275.6,162.0,0.32735795033
563,Deepspeech,0.0,0.301035715639,0.24208163572,163,FlexiBO+RF-Log,0.0321191413377,275.6,163.0,0.32735795033
564,Deepspeech,5.2,0.267123710719,0.274040524705,164,FlexiBO+RF-Log,0.0374852326376,280.8,164.0,0.32735795033
565,Deepspeech,0.0,0.271876965972,0.249989079344,165,FlexiBO+RF-Log,0.0129790578687,280.8,165.0,0.32735795033
566,Deepspeech,0.0,0.322548238491,0.279650794828,166,FlexiBO+RF-Log,0.0488259499488,280.8,166.0,0.32735795033
567,Deepspeech,5.2,0.290019760539,0.318659493282,167,FlexiBO+RF-Log,0.0204133483563,286.0,167.0,0.32735795033
568,Deepspeech,0.0,0.254721848493,0.245319148067,168,FlexiBO+RF-Log,0.00711276315654,286.0,168.0,0.32735795033
569,Deepspeech,5.2,0.209647267014,0.227193600115,169,FlexiBO+RF-Log,0.0143169549757,291.2,169.0,0.32735795033
570,Deepspeech,0.0,0.299719149311,0.259009224802,170,FlexiBO+RF-Log,0.00156382105876,291.2,170.0,0.326274007549
571,Deepspeech,0.0,0.264731470357,0.292926656669,171,FlexiBO+RF-Log,0.033080378993,291.2,171.0,0.326274007549
572,Deepspeech,5.2,0.310059145536,0.273893151916,172,FlexiBO+RF-Log,0.019036428848,296.4,172.0,0.326274007549
573,Deepspeech,0.0,0.242445717419,0.241842184309,173,FlexiBO+RF-Log,0.011354281228,296.4,173.0,0.326274007549
574,Deepspeech,0.0,0.225026143993,0.374653112619,174,FlexiBO+RF-Log,0.00444229572784,296.4,174.0,0.326274007549
575,Deepspeech,0.0,0.22427138949,0.290120561335,175,FlexiBO+RF-Log,0.0321737271357,296.4,175.0,0.326274007549
576,Deepspeech,5.2,0.290018577462,0.280867891628,176,FlexiBO+RF-Log,0.00279811421364,301.6,176.0,0.326274007549
577,Deepspeech,0.0,0.313792875109,0.386886527397,177,FlexiBO+RF-Log,0.0189649633884,301.6,177.0,0.326274007549
578,Deepspeech,5.2,0.293569573548,0.377020401072,178,FlexiBO+RF-Log,0.0164673657884,306.8,178.0,0.326274007549
579,Deepspeech,5.2,0.237445142008,0.315282469703,179,FlexiBO+RF-Log,0.00912547191474,312.0,179.0,0.326274007549
580,Deepspeech,5.2,0.23325881467,0.28752094926,180,FlexiBO+RF-Log,0.01671721213,317.2,180.0,0.326274007549
581,Deepspeech,5.2,0.218471055291,0.258282827658,181,FlexiBO+RF-Log,0.0345244372499,322.4,181.0,0.326274007549
582,Deepspeech,5.2,0.253720140147,0.307737338351,182,FlexiBO+RF-Log,0.0139345242012,327.6,182.0,0.326274007549
583,Deepspeech,5.2,0.346154591253,0.350899301294,183,FlexiBO+RF-Log,0.00853542307786,332.8,183.0,0.326274007549
584,Deepspeech,5.2,0.308767865013,0.260515266016,184,FlexiBO+RF-Log,0.00768072721206,338.0,184.0,0.326274007549
585,Deepspeech,0.0,0.227568776381,0.299584547012,185,FlexiBO+RF-Log,0.0288432713233,338.0,185.0,0.326274007549
586,Deepspeech,0.0,0.20990974953,0.261372466956,186,FlexiBO+RF-Log,0.0441895285596,338.0,186.0,0.326274007549
587,Deepspeech,0.0,0.238954774216,0.294102700826,187,FlexiBO+RF-Log,0.0425001404541,338.0,187.0,0.326274007549
588,Deepspeech,5.2,0.218926578334,0.267198739115,188,FlexiBO+RF-Log,0.0014435505609,343.2,188.0,0.326274007549
589,Deepspeech,0.0,0.329219108368,0.307222626031,189,FlexiBO+RF-Log,0.0362925356765,343.2,189.0,0.326274007549
590,Deepspeech,5.2,0.260910422103,0.269839241857,190,FlexiBO+RF-Log,0.00998766354296,348.4,190.0,0.326274007549
591,Deepspeech,0.0,0.306964457133,0.270356010035,191,FlexiBO+RF-Log,0.00809252076836,348.4,191.0,0.326274007549
592,Deepspeech,5.2,0.262060716088,0.276990578542,192,FlexiBO+RF-Log,0.0390800824213,353.6,192.0,0.326274007549
593,Deepspeech,0.0,0.251183679157,0.31242215198,193,FlexiBO+RF-Log,0.0324852101028,353.6,193.0,0.326274007549
594,Deepspeech,0.0,0.246765640778,0.25211405041,194,FlexiBO+RF-Log,0.0294054872786,353.6,194.0,0.326274007549
595,Deepspeech,0.0,0.245197948461,0.313554231025,195,FlexiBO+RF-Log,0.0253823832965,353.6,195.0,0.326274007549
596,Deepspeech,5.2,0.281785535215,0.323516077105,196,FlexiBO+RF-Log,0.0317263722243,358.8,196.0,0.326274007549
597,Deepspeech,0.0,0.2536122813,0.294000029689,197,FlexiBO+RF-Log,0.047229212507,358.8,197.0,0.326274007549
598,Deepspeech,0.0,0.231830682882,0.311567070501,198,FlexiBO+RF-Log,0.0140641482447,358.8,198.0,0.326274007549
599,Deepspeech,0.0,0.244032066048,0.27242626481,199,FlexiBO+RF-Log,0.0336434162243,358.8,199.0,0.326274007549
600,Deepspeech,5.2,0.234064081551,0.368399912318,0,FlexiBO+GP-Ratio,0.0,5.2,0.0,0.65
601,Deepspeech,5.2,0.313100313617,0.345532895994,1,FlexiBO+GP-Ratio,0.0124564865318,10.4,1.0,0.516234806749
602,Deepspeech,5.2,0.341365415978,0.4295943603,2,FlexiBO+GP-Ratio,0.0187805833128,15.6,2.0,0.500527460407
603,Deepspeech,0.0,0.272156586069,0.302773423123,3,FlexiBO+GP-Ratio,0.0415922624594,15.6,3.0,0.500527460407
604,Deepspeech,0.0,0.236404158692,0.318072245735,4,FlexiBO+GP-Ratio,0.0116987220231,15.6,4.0,0.468468998809
605,Deepspeech,0.0,0.31002469161,0.276004356785,5,FlexiBO+GP-Ratio,0.0484192300624,15.6,5.0,0.466669662564
606,Deepspeech,0.0,0.277417084588,0.308362899283,6,FlexiBO+GP-Ratio,0.0200021202238,15.6,6.0,0.448199667762
607,Deepspeech,0.0,0.338538979748,0.285763040964,7,FlexiBO+GP-Ratio,0.0061928695245,15.6,7.0,0.448199667762
608,Deepspeech,5.2,0.263087962846,0.35345959259,8,FlexiBO+GP-Ratio,0.0151534267674,20.8,8.0,0.448199667762
609,Deepspeech,0.0,0.296580778734,0.271671866477,9,FlexiBO+GP-Ratio,0.0126569461514,20.8,9.0,0.448199667762
610,Deepspeech,0.0,0.29362447505,0.293198020522,10,FlexiBO+GP-Ratio,0.0349331782363,20.8,10.0,0.444792229808
