,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD
0,0.384382452556,0.248728153746,0,0.0,FlexiBO+RF-Ratio,ResNet,0.65,0.0
1,0.317320282603,0.244945350045,1,0.0,FlexiBO+RF-Ratio,ResNet,0.537503868545,0.0168630067897
2,0.285971987042,0.351898877249,2,0.0,FlexiBO+RF-Ratio,ResNet,0.484539504949,0.00106225903592
3,0.272011781501,0.248905999309,3,0.0,FlexiBO+RF-Ratio,ResNet,0.4642226394,0.0296925335911
4,0.298242387177,0.256428501762,4,0.0,FlexiBO+RF-Ratio,ResNet,0.450508561591,0.0413079782715
5,0.271566665346,0.245808364792,5,0.0,FlexiBO+RF-Ratio,ResNet,0.450508561591,0.0264292330495
6,0.452719912462,0.284152686966,6,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.01752517834
7,0.328395845526,0.329333861034,7,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0100056487991
8,0.333899749868,0.246804399832,8,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.017981561069
9,0.384528439959,0.372696696915,9,4.15,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0356750227851
10,0.34251121248,0.326320185987,10,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0442997631147
11,0.323879119848,0.263988697397,11,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0110630830938
12,0.300468233264,0.294881172834,12,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0385733039261
13,0.405612583048,0.278470760038,13,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.038092473056
14,0.341705324731,0.376742332593,14,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0370390628603
15,0.458997765002,0.241973676577,15,0.0,FlexiBO+RF-Ratio,ResNet,0.450032509534,0.0156301718209
16,0.431609803065,0.306079154785,16,4.15,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.00847286104187
17,0.318865732544,0.289070575542,17,4.15,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0258035044443
18,0.363689247313,0.28787926568,18,0.0,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0188825136608
19,0.282161436867,0.385558780667,19,0.0,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0106598881874
20,0.317471377509,0.265361096528,20,0.0,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.00105835849944
21,0.34220841704,0.344641889872,21,0.0,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0427493008011
22,0.273032313326,0.263486145257,22,4.15,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0347235031813
23,0.285854540153,0.319576434088,23,0.0,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0200248027681
24,0.332470820617,0.268414590392,24,0.0,FlexiBO+RF-Ratio,ResNet,0.448424827546,0.0163985489416
