,Error,Energy,Iteration,Cost,Method,Architecture,Volume,SD
0,0.380701542969,0.343311679892,0,4.15,PAL,ResNet,0.65,0.0
1,0.470253333218,0.214925823474,1,4.15,PAL,ResNet,0.584109571809,0.0266920369143
2,0.427294594278,0.27021929943,2,4.15,PAL,ResNet,0.552759113209,0.015352697044
3,0.329437146034,0.217495958028,3,4.15,PAL,ResNet,0.473920336162,0.0269402971603
4,0.374072106198,0.246538159547,4,4.15,PAL,ResNet,0.473920336162,0.0241813430805
5,0.327736262973,0.242937674307,5,4.15,PAL,ResNet,0.472632661676,0.0183363802281
6,0.34194519359,0.284590421684,6,4.15,PAL,ResNet,0.472632661676,0.0134579477587
7,0.32285345472,0.271961340845,7,4.15,PAL,ResNet,0.469077788503,0.00411792167236
8,0.354844783115,0.223956025698,8,4.15,PAL,ResNet,0.469077788503,0.0169768858056
9,0.368321109076,0.341445855577,9,4.15,PAL,ResNet,0.469077788503,0.00947676278176
10,0.348751964617,0.336898129779,10,4.15,PAL,ResNet,0.469077788503,0.0360101612584
11,0.361653654701,0.213108801839,11,4.15,PAL,ResNet,0.467638783597,0.0401255015145
12,0.315031892201,0.315753910931,12,4.15,PAL,ResNet,0.462286910032,0.0164245213392
13,0.319382555781,0.270617090918,13,4.15,PAL,ResNet,0.462123680977,0.0275185060426
14,0.403674919498,0.303367959104,14,4.15,PAL,ResNet,0.462123680977,0.0110855407439
15,0.32027660127,0.225827220189,15,4.15,PAL,ResNet,0.461760460812,0.00866653306079
16,0.339246392978,0.405133329974,16,4.15,PAL,ResNet,0.461760460812,0.0117101696585
17,0.389151964352,0.3633501429,17,4.15,PAL,ResNet,0.461760460812,0.0189253479062
18,0.34863052639,0.254934451289,18,4.15,PAL,ResNet,0.461760460812,0.0192968687835
19,0.346865756052,0.268703905332,19,4.15,PAL,ResNet,0.461760460812,0.0198351540776
20,0.328856599158,0.249239067227,20,4.15,PAL,ResNet,0.461760460812,0.00431248589698
21,0.326709075015,0.249507640555,21,4.15,PAL,ResNet,0.461760460812,0.0355548463731
22,0.358476599017,0.302949173214,22,4.15,PAL,ResNet,0.461760460812,0.00477957754541
23,0.312339860892,0.244396829871,23,4.15,PAL,ResNet,0.459392460661,0.0452269093807
24,0.343170048578,0.221394348273,24,4.15,PAL,ResNet,0.459392460661,0.0441291966795
25,0.325137369025,0.364676669408,25,4.15,PAL,ResNet,0.459392460661,0.0442204261928
26,0.370359084887,0.256909325364,26,4.15,PAL,ResNet,0.459392460661,0.0126805724333
27,0.356243209037,0.260107292049,27,4.15,PAL,ResNet,0.459392460661,0.000476539608986
28,0.349954671759,0.257683797752,28,4.15,PAL,ResNet,0.459392460661,0.0249788855067
29,0.441558813627,0.38981540901,29,4.15,PAL,ResNet,0.459392460661,0.0349717944053
30,0.43882688129,0.264316391423,30,4.15,PAL,ResNet,0.459392460661,0.0281186933566
31,0.318862865827,0.220863158627,31,4.15,PAL,ResNet,0.459313716768,0.0332092568018
32,0.45218903469,0.312721267216,32,4.15,PAL,ResNet,0.459313716768,0.00750531855262
33,0.412951673007,0.328780590654,33,4.15,PAL,ResNet,0.459313716768,0.00663958227498
34,0.353601325909,0.216645937732,34,4.15,PAL,ResNet,0.459306872125,0.0412530058811
35,0.388101240282,0.262928914462,35,4.15,PAL,ResNet,0.459306872125,0.0429865539925
36,0.335004113746,0.250845063519,36,4.15,PAL,ResNet,0.459306872125,0.00208792619184
